State Name,District Name,Soil_Type
ANDAMAN & NICOBAR ISLANDS,Nicobars,Laterite Soil
ANDAMAN & NICOBAR ISLANDS,North and Middle Andaman,Laterite Soil
ANDAMAN & NICOBAR ISLANDS,South Andaman,Laterite Soil
ANDHRA PRADESH,Anantapur,Red & Black Soil
ANDHRA PRADESH,Chittoor,Red & Black Soil
ANDHRA PRADESH,East Godavari,Red & Black Soil
ANDHRA PRADESH,Guntur,Red & Black Soil
ANDHRA PRADESH,Krishna,Red & Black Soil
ANDHRA PRADESH,Kurnool,Red & Black Soil
ANDHRA PRADESH,Prakasam,Red & Black Soil
ANDHRA PRADESH,Sri Potti Sriramulu Nellore,Red & Black Soil
ANDHRA PRADESH,Srikakulam,Red & Black Soil
ANDHRA PRADESH,Visakhapatnam,Red & Black Soil
ANDHRA PRADESH,Vizianagaram,Red & Black Soil
ANDHRA PRADESH,West Godavari,Red & Black Soil
ANDHRA PRADESH,Y.S.R.,Red & Black Soil
ARUNACHAL PRADESH,Anjaw,Forest & Mountain Soil
ARUNACHAL PRADESH,Changlang,Forest & Mountain Soil
ARUNACHAL PRADESH,Dibang Valley,Forest & Mountain Soil
ARUNACHAL PRADESH,East Kameng,Forest & Mountain Soil
ARUNACHAL PRADESH,East Siang,Forest & Mountain Soil
ARUNACHAL PRADESH,Kra Daadi,Forest & Mountain Soil
ARUNACHAL PRADESH,Kurung Kumey,Forest & Mountain Soil
ARUNACHAL PRADESH,Lohit,Forest & Mountain Soil
ARUNACHAL PRADESH,Lower Dibang Valley,Forest & Mountain Soil
ARUNACHAL PRADESH,Lower Siang,Forest & Mountain Soil
ARUNACHAL PRADESH,Lower Subansiri,Forest & Mountain Soil
ARUNACHAL PRADESH,Namsai,Forest & Mountain Soil
ARUNACHAL PRADESH,Papum Pare,Forest & Mountain Soil
ARUNACHAL PRADESH,Siang,Forest & Mountain Soil
ARUNACHAL PRADESH,Tawang,Forest & Mountain Soil
ARUNACHAL PRADESH,Tirap,Forest & Mountain Soil
ARUNACHAL PRADESH,Upper Siang,Forest & Mountain Soil
ARUNACHAL PRADESH,Upper Subansiri,Forest & Mountain Soil
ARUNACHAL PRADESH,West Kameng,Forest & Mountain Soil
ARUNACHAL PRADESH,West Siang,Forest & Mountain Soil
ASSAM,Baksa,Alluvial Soil
ASSAM,Barpeta,Alluvial Soil
ASSAM,Biswanath,Alluvial Soil
ASSAM,Bongaigaon,Alluvial Soil
ASSAM,Cachar,Alluvial Soil
ASSAM,Charaideo,Alluvial Soil
ASSAM,Chirang,Alluvial Soil
ASSAM,Darrang,Alluvial Soil
ASSAM,Dhemaji,Alluvial Soil
ASSAM,Dhubri,Alluvial Soil
ASSAM,Dibrugarh,Alluvial Soil
ASSAM,Dima Hasao,Alluvial Soil
ASSAM,Goalpara,Alluvial Soil
ASSAM,Golaghat,Alluvial Soil
ASSAM,Hailakandi,Alluvial Soil
ASSAM,Hojai,Alluvial Soil
ASSAM,Jorhat,Alluvial Soil
ASSAM,Kamrup,Alluvial Soil
ASSAM,Kamrup Metropolitan,Alluvial Soil
ASSAM,Karbi Anglong,Alluvial Soil
ASSAM,Karimganj,Alluvial Soil
ASSAM,Kokrajhar,Alluvial Soil
ASSAM,Lakhimpur,Alluvial Soil
ASSAM,Majuli,Alluvial Soil
ASSAM,Morigaon,Alluvial Soil
ASSAM,Nagaon,Alluvial Soil
ASSAM,Nalbari,Alluvial Soil
ASSAM,Sivasagar,Alluvial Soil
ASSAM,Sonitpur,Alluvial Soil
ASSAM,South Salamara-Mankachar,Alluvial Soil
ASSAM,Tinsukia,Alluvial Soil
ASSAM,Udalguri,Alluvial Soil
ASSAM,West Karbi Anglong,Alluvial Soil
BIHAR,Araria,Alluvial Soil
BIHAR,Arwal,Alluvial Soil
BIHAR,Aurangabad,Alluvial Soil
BIHAR,Banka,Alluvial Soil
BIHAR,Begusarai,Alluvial Soil
BIHAR,Bhagalpur,Alluvial Soil
BIHAR,Bhojpur,Alluvial Soil
BIHAR,Buxar,Alluvial Soil
BIHAR,Darbhanga,Alluvial Soil
BIHAR,Gaya,Alluvial Soil
BIHAR,Gopalganj,Alluvial Soil
BIHAR,Jamui,Alluvial Soil
BIHAR,Jehanabad,Alluvial Soil
BIHAR,Kaimur (Bhabua),Alluvial Soil
BIHAR,Katihar,Alluvial Soil
BIHAR,Khagaria,Alluvial Soil
BIHAR,Kishanganj,Alluvial Soil
BIHAR,Lakhisarai,Alluvial Soil
BIHAR,Madhepura,Alluvial Soil
BIHAR,Madhubani,Alluvial Soil
BIHAR,Munger,Alluvial Soil
BIHAR,Muzaffarpur,Alluvial Soil
BIHAR,Nalanda,Alluvial Soil
BIHAR,Nawada,Alluvial Soil
BIHAR,Pashchim Champaran,Alluvial Soil
BIHAR,Patna,Alluvial Soil
BIHAR,Purbi Champaran,Alluvial Soil
BIHAR,Purnia,Alluvial Soil
BIHAR,Rohtas,Alluvial Soil
BIHAR,Saharsa,Alluvial Soil
BIHAR,Samastipur,Alluvial Soil
BIHAR,Saran,Alluvial Soil
BIHAR,Sheikhpura,Alluvial Soil
BIHAR,Sheohar,Alluvial Soil
BIHAR,Sitamarhi,Alluvial Soil
BIHAR,Siwan,Alluvial Soil
BIHAR,Supaul,Alluvial Soil
BIHAR,Vaishali,Alluvial Soil
CHANDIGARH,Chandigarh,Alluvial Soil
CHHATTISGARH,Balod,Red & Laterite Soil
CHHATTISGARH,Baloda Bazar,Red & Laterite Soil
CHHATTISGARH,Balrampur,Red & Laterite Soil
CHHATTISGARH,Bastar,Red & Laterite Soil
CHHATTISGARH,Bemetara,Red & Laterite Soil
CHHATTISGARH,Bijapur,Red & Laterite Soil
CHHATTISGARH,Bilaspur,Red & Laterite Soil
CHHATTISGARH,Dakshin Bastar Dantewada,Red & Laterite Soil
CHHATTISGARH,Dhamtari,Red & Laterite Soil
CHHATTISGARH,Durg,Red & Laterite Soil
CHHATTISGARH,Gariyaband,Red & Laterite Soil
CHHATTISGARH,Janjgir - Champa,Red & Laterite Soil
CHHATTISGARH,Jashpur,Red & Laterite Soil
CHHATTISGARH,Kabeerdham,Red & Laterite Soil
CHHATTISGARH,Kondagaon,Red & Laterite Soil
CHHATTISGARH,Korba,Red & Laterite Soil
CHHATTISGARH,Koriya,Red & Laterite Soil
CHHATTISGARH,Mahasamund,Red & Laterite Soil
CHHATTISGARH,Mungeli,Red & Laterite Soil
CHHATTISGARH,Narayanpur,Red & Laterite Soil
CHHATTISGARH,Raigarh,Red & Laterite Soil
